episode,run_0,run_1
0,True,True
1,True,True
2,True,True
3,True,True
4,True,True
5,True,True
6,True,True
7,True,True
8,True,True
9,True,True
10,True,True
11,True,True
12,True,True
13,True,True
14,True,True
15,True,True
16,True,True
17,True,True
18,True,True
19,True,True
20,True,True
21,True,True
22,True,True
23,True,True
24,True,True
25,True,True
26,True,True
27,True,True
28,True,True
29,True,True
30,True,True
31,True,True
32,True,True
33,True,True
34,True,True
35,True,True
36,True,True
37,True,True
38,True,True
39,True,True
40,True,True
41,True,True
42,True,True
43,True,True
44,True,False
45,True,True
46,True,True
47,True,True
48,True,True
49,True,True
50,True,True
51,True,True
52,True,True
53,True,True
54,True,True
55,True,True
56,True,True
57,True,True
58,True,True
59,True,True
60,True,True
61,True,True
62,True,True
63,True,True
64,True,True
65,False,True
66,True,True
67,True,True
68,True,True
69,True,True
70,True,True
71,True,True
72,True,True
73,True,True
74,False,True
75,True,True
76,True,True
77,False,True
78,False,True
79,True,True
80,False,True
81,True,True
82,True,True
83,False,True
84,False,True
85,True,True
86,True,True
87,False,True
88,True,True
89,True,True
90,True,True
91,True,True
92,True,True
93,True,True
94,False,True
95,False,True
96,False,True
97,False,True
98,True,True
99,True,True
100,True,True
101,True,True
102,True,True
103,False,True
104,True,True
105,True,True
106,True,True
107,False,True
108,True,True
109,True,True
110,True,True
111,True,True
112,True,True
113,False,True
114,True,True
115,False,True
116,False,True
117,True,True
118,False,True
119,True,True
120,True,True
121,True,True
122,False,True
123,True,True
124,False,True
125,True,True
126,True,True
127,True,True
128,False,True
129,True,True
130,False,True
131,True,True
132,True,True
133,True,True
134,True,True
135,True,True
136,True,True
137,False,True
138,True,True
139,True,True
140,True,True
141,True,False
142,True,True
143,True,True
144,True,False
145,False,True
146,True,True
147,True,True
148,True,True
149,False,True
150,True,True
151,False,True
152,True,False
153,True,True
154,False,False
155,True,True
156,True,True
157,True,True
158,True,True
159,True,False
160,True,True
161,True,False
162,False,True
163,True,True
164,True,False
165,True,True
166,True,False
167,True,False
168,True,True
169,True,True
170,True,True
171,True,False
172,True,True
173,True,True
174,True,True
175,True,True
176,True,False
177,True,False
178,True,True
179,True,True
180,True,True
181,True,True
182,True,False
183,True,False
184,True,False
185,True,True
186,True,False
187,True,True
188,True,True
189,True,True
190,True,True
191,True,True
192,True,True
193,True,False
194,True,True
195,True,True
196,True,False
197,True,False
198,True,False
199,True,True
200,True,True
201,True,True
202,True,True
203,True,True
204,True,False
205,True,True
206,True,True
207,True,False
208,True,True
209,True,True
