episode,run_0
0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,True
10,True
11,True
12,True
13,True
14,True
15,True
16,True
17,True
18,True
19,True
20,True
21,True
22,True
23,True
24,True
25,True
26,True
27,True
28,True
29,True
30,True
31,True
32,True
33,True
34,True
35,True
36,True
37,True
38,True
39,True
40,True
41,True
42,True
43,True
44,True
45,True
46,True
47,True
48,True
49,True
50,True
51,True
52,True
53,True
54,True
55,True
56,True
57,True
58,True
59,True
60,True
61,True
62,True
63,True
64,True
65,True
66,True
67,True
68,True
69,True
70,True
71,True
72,True
73,True
74,True
75,True
76,True
77,True
78,True
79,True
80,True
81,True
82,True
83,True
84,True
85,True
86,True
87,True
88,True
89,False
90,True
91,True
92,True
93,True
94,True
95,True
96,True
97,True
98,True
99,True
100,True
101,True
102,True
103,True
104,True
105,True
106,True
107,True
108,True
109,True
110,True
111,True
112,True
113,True
114,True
115,True
116,True
117,True
118,True
119,True
120,True
121,True
122,True
123,True
124,True
125,True
126,True
127,True
128,True
129,True
130,True
131,True
132,True
133,True
134,True
135,True
136,True
137,True
138,True
139,True
140,True
141,True
142,True
143,True
144,True
145,True
146,True
147,True
148,True
149,True
150,True
151,True
152,True
153,True
154,True
155,True
156,True
157,True
158,True
159,False
160,True
161,True
162,True
163,True
164,True
165,True
166,True
167,True
168,True
169,False
170,True
171,True
172,True
173,True
174,True
175,True
176,True
177,True
178,True
179,True
180,False
181,True
182,True
183,True
184,True
185,True
186,True
187,True
188,True
189,False
190,False
191,True
192,True
193,True
194,False
195,True
196,False
197,False
198,False
199,True
200,True
201,True
202,False
203,True
204,True
205,True
206,False
207,True
208,False
209,False
210,True
211,True
212,True
213,False
214,True
215,True
216,True
217,True
218,True
219,False
220,True
221,True
222,False
223,True
224,True
225,True
226,False
227,True
228,False
229,False
230,False
231,False
232,True
233,False
234,False
235,True
236,True
237,False
238,True
239,True
240,True
241,False
242,False
243,True
244,True
245,False
246,True
247,True
248,True
249,False
250,True
251,True
252,True
253,True
254,True
255,True
256,False
257,True
258,True
259,False
260,True
261,True
262,False
263,True
264,True
265,True
266,True
267,True
268,True
269,True
270,True
271,False
272,False
273,True
274,True
275,False
276,True
277,True
278,True
279,True
280,True
281,True
282,True
283,True
284,True
285,True
286,True
287,True
288,True
289,True
290,True
291,True
292,True
293,False
294,True
295,False
296,True
297,True
298,True
299,True
300,True
301,True
302,False
303,False
304,False
305,True
306,False
307,False
308,False
309,True
310,False
311,True
312,True
313,True
314,False
315,True
316,False
317,True
318,False
319,True
320,True
321,True
322,True
323,True
324,False
325,True
326,True
327,True
328,False
329,True
330,True
331,True
332,False
333,True
334,True
335,True
336,True
337,False
338,True
339,False
340,True
341,True
342,True
343,True
344,True
345,True
346,True
347,True
348,False
349,False
350,False
351,True
352,True
353,False
354,False
355,True
356,False
357,True
358,True
359,True
360,True
361,True
362,True
363,True
364,False
365,False
366,True
367,True
368,False
369,True
370,True
371,True
372,False
373,True
374,True
375,True
376,True
377,True
378,True
379,True
380,True
381,True
382,False
383,True
384,True
385,True
386,True
387,True
388,True
389,True
390,True
391,True
392,True
393,False
394,True
395,True
396,False
397,True
398,False
399,False
400,True
401,True
402,True
403,False
404,False
405,True
406,True
407,True
408,True
409,True
410,False
411,True
412,False
413,False
414,False
415,True
416,False
417,True
418,False
419,False
420,True
421,False
422,True
423,False
424,True
425,True
426,False
427,False
428,False
429,True
430,True
431,False
432,False
433,True
434,False
435,False
436,False
437,False
438,False
439,True
440,True
441,False
442,True
443,True
444,True
445,True
446,False
447,True
448,True
449,False
450,True
451,True
452,False
453,True
454,False
455,True
456,True
457,True
458,False
459,False
460,True
461,False
462,True
463,False
464,False
465,True
466,True
467,True
468,False
469,False
470,False
471,False
472,False
473,True
474,True
475,True
476,True
477,True
478,False
479,True
480,False
481,False
482,True
483,True
484,False
485,True
486,True
487,True
488,False
489,True
490,True
491,True
492,True
493,False
494,True
495,False
496,False
497,False
498,False
499,False
500,True
501,False
502,True
503,False
504,False
505,True
506,False
507,False
508,False
509,False
510,False
511,False
512,True
513,True
514,False
515,False
516,True
517,True
518,False
519,True
520,False
521,True
522,True
523,False
524,False
525,True
526,True
527,False
528,True
529,False
530,True
531,True
532,True
533,True
534,True
535,False
536,True
537,False
538,True
539,False
540,True
541,False
542,True
543,False
544,False
545,False
546,False
547,True
548,True
549,True
550,False
551,False
552,True
553,False
554,True
555,False
556,False
557,True
558,False
559,False
560,True
561,False
562,True
563,True
564,True
565,False
566,False
567,False
568,False
569,True
570,True
571,True
572,True
573,False
574,True
575,True
576,False
577,True
578,True
579,False
580,False
581,False
582,False
583,True
584,True
585,True
586,True
587,False
588,False
589,True
590,True
591,False
592,True
593,True
594,False
595,False
596,True
