episode,run_0,run_1
0,False,False
1,False,False
2,False,False
3,False,False
4,False,False
5,False,False
6,False,False
7,False,False
8,False,False
9,False,False
10,False,False
11,False,False
12,False,False
13,False,False
14,False,False
15,False,False
16,False,False
17,False,False
18,False,False
19,False,False
20,False,False
21,False,False
22,False,False
23,False,False
24,False,False
25,False,False
26,False,False
27,False,False
28,False,False
29,False,False
30,False,False
31,False,False
32,False,False
33,False,False
34,False,False
35,False,False
36,False,False
37,False,False
38,False,False
39,False,False
40,False,False
41,False,False
42,False,False
43,False,False
44,False,False
45,False,False
46,False,False
47,False,False
48,False,False
49,False,False
50,False,False
51,False,False
52,False,False
53,False,False
54,False,False
55,False,False
56,False,False
57,False,False
58,False,False
59,False,False
60,False,False
61,False,False
62,False,False
63,False,False
64,False,False
65,False,False
66,False,False
67,False,False
68,False,False
69,False,False
70,False,False
71,False,False
72,False,False
73,False,False
74,False,False
75,False,False
76,False,False
77,False,False
78,False,False
79,False,False
80,False,False
81,False,False
82,False,False
83,False,False
84,False,False
85,False,False
86,False,False
87,False,False
88,False,False
89,False,False
90,False,False
91,False,False
92,False,False
93,False,False
94,True,False
95,False,False
96,False,False
97,False,False
98,False,False
99,False,False
100,False,False
101,False,False
102,False,False
103,False,False
104,False,False
105,False,False
106,False,False
107,False,False
108,False,False
109,False,False
110,False,False
111,False,False
112,False,False
113,False,False
114,False,False
115,False,False
116,False,False
117,False,False
118,False,False
119,False,False
120,False,False
121,False,False
122,False,False
123,False,False
124,False,False
125,True,False
126,False,False
127,False,False
128,False,False
129,False,False
130,False,False
131,True,False
132,True,False
133,False,False
134,False,False
135,True,False
136,True,False
137,False,False
138,False,False
139,False,False
140,False,False
141,False,False
142,False,False
143,False,False
144,False,False
145,True,False
146,False,False
147,False,False
148,False,False
149,True,False
150,False,False
151,False,False
152,False,False
153,False,False
154,True,False
155,True,False
156,False,False
157,False,False
158,False,False
159,False,False
160,False,False
161,False,False
162,False,True
163,False,False
164,True,False
165,False,False
166,False,False
167,True,False
168,False,False
169,False,False
170,False,False
171,False,True
172,False,False
173,True,False
174,True,False
175,False,False
176,False,False
177,False,False
178,False,False
179,False,True
180,False,False
181,True,False
182,True,False
183,False,False
184,False,False
185,True,True
186,False,False
187,False,True
188,False,False
189,False,False
190,False,True
191,False,False
192,True,False
193,False,False
194,True,True
195,False,True
196,False,False
197,False,False
198,False,False
199,False,False
200,True,False
201,False,False
202,True,False
203,True,False
204,False,False
205,False,True
206,True,False
207,True,False
208,False,False
209,True,True
210,False,False
211,False,True
212,True,True
213,False,True
214,True,True
215,False,False
216,True,False
217,True,False
218,False,False
219,False,False
220,True,True
221,True,False
222,True,False
223,False,True
224,False,False
225,False,False
226,False,False
227,True,False
228,False,False
229,False,False
230,False,False
231,True,True
232,False,False
233,False,False
234,True,True
235,False,False
236,True,True
237,True,True
238,True,False
239,False,True
240,False,False
241,True,False
242,True,False
243,False,True
244,True,False
245,False,False
246,True,True
247,False,True
248,False,False
249,False,False
250,False,False
251,False,True
252,True,False
253,True,True
254,False,True
255,True,False
256,True,True
257,False,True
258,False,True
259,True,False
260,False,True
261,False,False
262,False,False
263,False,False
264,True,True
265,False,False
266,True,False
267,False,False
268,False,True
269,True,True
270,True,False
271,True,True
272,False,True
273,False,True
274,False,True
275,False,False
276,True,False
277,False,True
278,False,True
279,False,False
280,False,False
281,True,False
282,False,True
283,False,True
284,False,False
285,False,False
286,True,True
287,False,False
288,True,False
289,False,False
290,False,True
291,False,False
292,False,True
293,False,True
294,True,True
295,True,True
296,False,True
297,False,True
298,False,False
299,False,True
300,True,False
301,False,True
302,False,True
303,False,True
304,False,True
305,False,True
306,False,True
307,False,True
308,False,True
309,False,False
310,False,True
311,False,True
312,True,False
313,False,False
314,True,False
315,True,False
316,True,True
317,False,True
318,True,True
319,False,False
320,False,False
321,True,True
322,False,False
323,False,False
324,True,False
325,False,True
326,False,True
327,True,False
328,False,False
329,True,False
330,False,False
331,True,False
332,False,True
333,False,True
334,False,True
335,False,True
336,False,True
337,False,True
338,False,True
339,False,False
340,False,True
341,True,True
342,False,False
343,False,True
344,False,False
345,False,False
346,True,False
347,False,False
348,False,False
349,False,True
350,False,True
351,False,False
352,False,False
353,False,False
354,False,False
355,True,True
356,True,True
357,False,False
358,False,False
359,True,True
360,False,True
361,False,False
362,False,False
363,True,True
364,False,False
365,False,False
366,False,True
367,False,True
368,False,False
369,False,False
370,False,False
371,True,False
372,False,False
373,False,True
374,False,False
375,False,False
376,False,False
377,False,False
378,False,False
379,False,False
380,False,False
381,False,False
382,False,True
383,True,True
384,False,False
385,False,True
386,False,False
387,False,True
388,False,False
389,False,True
390,True,False
391,False,True
392,True,False
393,False,False
394,False,True
395,False,True
396,False,False
397,True,False
398,False,False
399,True,True
400,False,False
401,True,False
402,False,False
403,True,False
404,True,True
405,False,True
406,True,True
407,False,True
408,False,False
409,False,False
410,True,True
411,False,True
412,True,True
413,True,False
414,False,False
415,True,False
416,True,True
417,False,False
418,False,False
419,False,False
420,True,False
421,False,False
422,True,False
423,False,False
424,False,True
425,False,True
426,True,False
427,False,False
428,True,False
429,False,True
430,True,True
431,True,False
432,True,False
433,True,True
434,True,True
435,True,False
