episode,run_0
0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,True
10,True
11,True
12,True
13,True
14,True
15,True
16,True
17,True
18,True
19,True
20,True
21,True
22,True
23,True
24,True
25,True
26,True
27,True
28,True
29,True
30,True
31,True
32,True
33,True
34,True
35,True
36,True
37,True
38,True
39,True
40,True
41,True
42,True
43,True
44,True
45,True
46,True
47,True
48,True
49,True
50,True
51,True
52,True
53,True
54,True
55,True
56,True
57,True
58,True
59,True
60,True
61,True
62,True
63,True
64,True
65,True
66,True
67,True
68,True
69,True
70,True
71,True
72,True
73,True
74,True
75,True
76,True
77,True
78,True
79,True
80,True
81,True
82,True
83,True
84,True
85,True
86,True
87,True
88,True
89,True
90,True
91,True
92,True
93,True
94,True
95,True
96,True
97,True
98,True
99,True
100,True
101,True
102,True
103,True
104,True
105,True
106,True
107,True
108,True
109,True
110,True
111,True
112,False
113,True
114,False
115,True
116,True
117,True
118,True
119,False
120,True
121,False
122,True
123,True
124,True
125,True
126,True
127,False
128,True
129,True
130,True
131,True
132,True
133,True
134,False
135,True
136,True
137,True
138,False
139,True
140,True
141,False
142,True
143,True
144,False
145,True
146,True
147,True
148,True
149,True
150,True
151,True
152,True
153,True
154,True
155,True
156,True
157,True
158,True
159,True
160,False
161,True
162,True
163,True
164,True
165,True
166,True
167,True
168,False
169,False
170,True
171,False
172,False
173,True
174,True
175,False
176,True
177,True
178,False
179,False
180,True
181,False
182,False
183,True
184,True
185,False
186,True
187,True
188,True
189,False
190,True
191,True
192,True
193,True
194,False
195,False
196,True
197,True
198,True
199,True
200,True
201,True
202,False
203,True
204,True
205,False
206,True
207,True
208,False
209,False
210,True
211,False
212,True
213,True
214,False
215,True
216,False
217,False
218,True
219,True
220,True
221,False
222,True
223,True
224,False
225,True
226,True
227,False
228,False
229,False
230,True
231,True
232,False
233,False
234,True
235,True
236,False
237,True
238,False
239,False
240,False
241,False
242,False
243,False
244,True
245,False
246,False
247,False
248,False
249,False
250,False
251,False
252,False
253,False
254,True
255,False
256,True
257,False
258,False
259,True
260,False
261,False
262,False
263,False
264,False
265,False
266,False
267,True
268,False
269,False
270,True
271,False
272,False
273,False
274,False
275,False
276,False
277,False
278,False
279,False
280,False
281,False
282,False
283,False
284,False
285,True
286,False
287,False
288,False
289,False
290,False
291,False
292,False
293,False
294,False
295,False
296,False
297,False
298,True
299,False
300,False
301,False
302,False
303,False
304,False
305,False
306,False
307,False
308,False
309,False
310,False
311,True
312,True
313,True
314,False
315,False
316,False
317,False
318,True
319,False
320,True
321,False
322,False
323,False
324,False
325,False
326,True
327,False
328,False
329,False
330,False
331,True
332,True
333,True
334,False
335,False
336,False
337,True
338,True
339,False
340,True
341,True
342,False
343,True
344,False
345,False
346,False
347,False
348,False
349,False
350,False
351,True
352,False
353,False
354,False
355,False
356,True
357,True
358,True
359,True
360,True
361,False
362,True
363,False
364,False
365,False
366,False
367,False
368,False
369,False
370,False
371,False
372,False
373,False
374,False
375,False
376,False
377,False
378,False
379,False
380,False
381,False
382,False
383,False
384,False
385,False
386,False
387,False
388,False
389,False
390,True
391,False
392,True
393,True
394,True
395,False
396,False
397,False
398,False
399,False
400,False
401,False
402,False
403,False
404,False
405,True
406,False
407,False
408,False
409,False
410,False
411,True
412,True
413,True
414,False
415,False
416,False
417,False
418,False
419,False
420,False
421,True
422,False
423,False
424,True
425,False
426,True
427,True
428,False
429,False
430,False
431,True
432,False
433,False
434,False
435,True
436,False
437,False
438,False
439,False
440,False
441,False
442,True
443,False
444,False
445,False
446,False
447,False
448,False
449,False
450,True
451,True
452,False
453,True
454,True
455,False
456,False
457,True
458,False
459,False
460,False
461,True
462,False
463,False
464,False
465,False
466,True
467,True
468,False
469,True
470,True
471,False
472,False
473,False
474,False
475,False
476,False
477,False
478,False
479,True
480,False
481,False
482,False
483,True
484,False
485,False
486,False
487,False
488,False
489,True
490,False
491,True
492,True
493,False
494,False
495,False
496,False
497,False
498,True
499,False
500,True
501,False
502,False
503,False
504,False
505,False
506,False
507,False
508,False
509,False
510,True
511,True
512,False
513,True
514,False
515,False
516,True
517,False
518,False
519,False
520,True
521,True
522,False
523,True
524,False
525,False
526,False
527,False
528,False
529,False
530,False
531,False
532,False
533,False
534,False
535,False
536,False
537,False
538,False
539,True
540,False
541,True
542,True
543,False
544,False
545,False
546,False
547,False
548,False
549,False
550,True
551,False
552,False
553,False
554,False
555,False
556,False
557,False
558,True
559,True
560,False
561,False
562,False
563,False
564,False
565,False
566,False
567,False
568,True
569,False
570,False
571,False
572,False
573,False
574,True
575,False
576,False
577,False
578,False
579,False
580,False
581,False
582,False
583,False
584,False
585,False
586,True
587,False
588,False
589,False
590,False
591,False
592,False
593,False
594,False
595,True
596,False
597,False
598,False
599,False
600,False
601,False
602,True
603,False
604,False
605,False
606,True
