episode,run_0,run_1,run_2
0,False,False,False
1,False,False,False
2,False,False,False
3,False,False,False
4,False,False,False
5,False,False,False
6,False,False,False
7,False,False,False
8,False,False,False
9,False,False,False
10,False,False,False
11,False,False,False
12,False,False,False
13,False,False,False
14,False,False,False
15,False,False,False
16,False,False,False
17,False,False,False
18,False,False,False
19,False,False,False
20,False,False,False
21,False,False,False
22,False,False,False
23,False,False,False
24,False,False,False
25,False,False,False
26,False,False,False
27,False,False,False
28,False,False,False
29,False,False,False
30,False,False,False
31,False,False,False
32,False,False,False
33,False,False,False
34,False,False,False
35,False,False,False
36,False,False,False
37,False,False,False
38,False,False,False
39,False,False,False
40,False,False,False
41,False,False,False
42,False,False,False
43,False,False,False
44,False,False,False
45,False,False,False
46,False,False,False
47,False,False,False
48,True,False,False
49,False,False,True
50,False,False,False
51,False,False,False
52,False,False,False
53,False,False,False
54,False,False,True
55,False,False,False
56,False,False,False
57,False,False,False
58,False,False,True
59,False,False,False
60,False,False,False
61,False,False,False
62,False,False,False
63,False,False,False
64,False,False,False
65,False,True,False
66,True,False,False
67,True,False,False
68,False,False,False
69,True,False,True
70,True,False,True
71,False,False,False
72,False,False,False
73,True,False,False
74,True,False,False
75,False,False,False
76,False,False,False
77,False,False,True
78,False,False,True
79,False,False,True
80,False,False,True
81,False,False,True
82,True,False,True
83,False,False,True
84,False,False,True
85,True,False,False
86,False,False,False
87,True,True,False
88,False,False,False
89,False,True,False
90,True,False,False
91,False,False,False
92,True,False,False
93,True,False,False
94,True,True,False
95,True,False,False
96,True,False,False
97,True,True,False
98,True,True,False
99,True,True,False
100,True,True,False
101,True,False,False
102,True,False,False
103,True,True,False
104,False,False,False
105,True,False,False
106,True,True,False
107,True,True,False
108,False,False,False
109,False,True,False
110,True,True,False
111,True,True,False
112,True,False,False
113,False,False,False
114,True,False,False
115,False,True,False
116,True,True,False
117,False,False,False
118,False,True,True
119,True,True,True
120,True,False,True
121,False,True,True
122,True,True,True
123,True,True,True
124,False,True,True
125,False,True,True
126,False,True,True
127,False,True,True
128,True,False,True
129,False,True,True
130,True,False,True
131,True,False,True
132,True,True,True
133,False,True,True
134,True,True,True
135,True,True,True
136,True,True,True
137,False,True,True
138,True,True,True
139,True,True,True
140,True,True,True
141,False,True,True
142,False,True,True
143,True,False,True
144,False,False,True
145,True,True,True
146,True,False,True
147,False,True,True
148,True,False,True
149,True,False,True
150,True,True,True
151,True,True,True
152,True,False,False
153,True,False,True
154,True,True,False
155,True,True,True
156,True,True,False
157,False,True,False
158,True,True,False
159,False,True,True
160,True,True,False
161,False,True,True
162,True,False,True
163,False,True,True
164,False,True,True
165,True,True,True
166,True,True,True
167,True,False,True
168,True,False,False
169,False,True,True
170,True,False,True
171,True,True,True
172,True,True,True
173,True,True,True
174,True,True,True
175,True,False,True
176,True,True,True
177,True,False,True
178,False,True,True
179,True,True,False
180,False,True,True
181,True,False,True
182,True,True,True
183,True,True,True
184,False,False,True
185,False,False,True
186,False,True,True
187,False,False,True
188,False,False,True
189,True,True,True
190,True,False,True
191,False,False,True
192,False,True,True
193,False,True,True
194,True,True,True
195,True,True,True
196,False,True,True
197,False,True,True
198,False,False,False
199,False,False,False
200,False,False,True
201,True,False,True
202,True,False,False
203,False,False,True
204,False,True,True
205,False,False,False
206,False,False,False
207,False,True,False
208,True,False,False
209,True,False,False
210,True,False,True
211,True,False,True
212,False,True,False
213,True,True,True
214,True,True,True
215,True,True,False
216,True,True,False
217,True,True,True
218,True,True,False
219,True,True,True
220,True,False,True
221,False,True,True
222,True,True,True
223,False,True,True
224,True,False,True
225,True,True,True
226,True,True,True
227,False,True,True
228,True,True,True
229,True,False,True
230,True,True,True
231,True,False,True
232,True,False,True
233,True,True,True
234,True,False,True
235,True,False,True
236,False,True,True
237,False,False,True
238,True,True,True
239,False,False,True
240,False,False,False
241,False,False,True
242,False,True,True
243,True,False,True
244,False,False,False
245,False,False,True
246,False,False,True
247,False,True,True
248,False,False,True
249,False,False,False
250,True,False,True
251,False,False,True
252,False,False,True
253,False,False,False
254,True,False,False
255,False,False,True
256,True,False,
257,False,True,
258,False,True,
259,False,True,
260,False,True,
261,False,True,
262,False,True,
263,False,False,
264,False,True,
265,True,True,
266,False,True,
267,True,True,
268,True,True,
269,False,True,
270,True,True,
271,False,True,
272,True,True,
273,False,False,
274,False,True,
275,True,True,
276,False,True,
277,,False,
278,,True,
279,,False,
280,,True,
281,,False,
282,,True,
283,,True,
284,,True,
